scoringHeartsHistoryId,songName,artistName,requestNo,damserial,dataKind,dataSize,scoringEngineVersionNumber,edyId,cdmCardNo,entryCount,topRecordNumber,lastPerformKey,requestNoTray,requestNoChapter,totalScore,fadeout,analysisReportCommentNo,radarChartPitch,radarChartStability,radarChartExpressive,radarChartVibratoLongtone,radarChartRhythm,radarChartHearing,spare1,singingRangeHighest,singingRangeLowest,vocalRangeHighest,vocalRangeLowest,intonation,kobushiCount,shakuriCount,fallCount,timing,longtoneSkill,longtoneCount,vibratoSkill,vibratoType,vibratoTotalSecond,vibratoCount,accentCount,hammeringOnCount,pullingOffCount,edgeVoiceCount,hiccupCount,flydownCount,hearingType,scoreType,hearingPoint,nationalAverageTotalPoints,nationalAveragePitch,nationalAverageStability,nationalAverageExpression,nationalAverageVibratoAndLongtone,nationalAverageRhythm,nationalAverageHearing,spare2,intervalGraphPointsSection01,intervalGraphPointsSection02,intervalGraphPointsSection03,intervalGraphPointsSection04,intervalGraphPointsSection05,intervalGraphPointsSection06,intervalGraphPointsSection07,intervalGraphPointsSection08,intervalGraphPointsSection09,intervalGraphPointsSection10,intervalGraphPointsSection11,intervalGraphPointsSection12,intervalGraphPointsSection13,intervalGraphPointsSection14,intervalGraphPointsSection15,intervalGraphPointsSection16,intervalGraphPointsSection17,intervalGraphPointsSection18,intervalGraphPointsSection19,intervalGraphPointsSection20,intervalGraphPointsSection21,intervalGraphPointsSection22,intervalGraphPointsSection23,intervalGraphPointsSection24,intervalGraphIndexSection01,intervalGraphIndexSection02,intervalGraphIndexSection03,intervalGraphIndexSection04,intervalGraphIndexSection05,intervalGraphIndexSection06,intervalGraphIndexSection07,intervalGraphIndexSection08,intervalGraphIndexSection09,intervalGraphIndexSection10,intervalGraphIndexSection11,intervalGraphIndexSection12,intervalGraphIndexSection13,intervalGraphIndexSection14,intervalGraphIndexSection15,intervalGraphIndexSection16,intervalGraphIndexSection17,intervalGraphIndexSection18,intervalGraphIndexSection19,intervalGraphIndexSection20,intervalGraphIndexSection21,intervalGraphIndexSection22,intervalGraphIndexSection23,intervalGraphIndexSection24,maxTotalPoints,scoringDateTime,hearingGraphPtSection01,hearingGraphPtSection02,hearingGraphPtSection03,hearingGraphPtSection04,hearingGraphPtSection05,hearingGraphPtSection06,hearingGraphPtSection07,hearingGraphPtSection08,hearingGraphPtSection09,hearingGraphPtSection10,hearingGraphPtSection11,hearingGraphPtSection12,hearingGraphPtSection13,hearingGraphPtSection14,hearingGraphPtSection15,hearingGraphPtSection16,hearingGraphPtSection17,hearingGraphPtSection18,hearingGraphPtSection19,hearingGraphPtSection20,hearingGraphPtSection21,hearingGraphPtSection22,hearingGraphPtSection23,hearingGraphPtSection24,hearingGraphHtSection01,hearingGraphHtSection02,hearingGraphHtSection03,hearingGraphHtSection04,hearingGraphHtSection05,hearingGraphHtSection06,hearingGraphHtSection07,hearingGraphHtSection08,hearingGraphHtSection09,hearingGraphHtSection10,hearingGraphHtSection11,hearingGraphHtSection12,hearingGraphHtSection13,hearingGraphHtSection14,hearingGraphHtSection15,hearingGraphHtSection16,hearingGraphHtSection17,hearingGraphHtSection18,hearingGraphHtSection19,hearingGraphHtSection20,hearingGraphHtSection21,hearingGraphHtSection22,hearingGraphHtSection23,hearingGraphHtSection24,hearingGraphIxSection01,hearingGraphIxSection02,hearingGraphIxSection03,hearingGraphIxSection04,hearingGraphIxSection05,hearingGraphIxSection06,hearingGraphIxSection07,hearingGraphIxSection08,hearingGraphIxSection09,hearingGraphIxSection10,hearingGraphIxSection11,hearingGraphIxSection12,hearingGraphIxSection13,hearingGraphIxSection14,hearingGraphIxSection15,hearingGraphIxSection16,hearingGraphIxSection17,hearingGraphIxSection18,hearingGraphIxSection19,hearingGraphIxSection20,hearingGraphIxSection21,hearingGraphIxSection22,hearingGraphIxSection23,hearingGraphIxSection24,rankingRank,rankingRankAll,medalKind,intonationType,intonationScore,favorite
"37507","奏(かなで)","スキマスイッチ","5025-04","BA009396","A00001",,,,"0080000941764296","1",,"0","5025","04","93733","0","3001","91","68","83","90","99","81","0","70","50","70","50","92","6","26","1","5","7","14","7","13","163","36","7","0","2","0","5","4","13","0","1168","91574","86","76","83","87","98","81","0","89","86","92","93","89","80","100","92","92","93","86","100","0","0","0","83","89","93","88","92","93","87","100","0","B'01","B'01","B'01","B'10","B'10","B'10","B'01","B'01","B'01","B'10","B'10","B'10","B'00","B'00","B'00","B'01","B'01","B'01","B'10","B'10","B'10","B'10","B'10","B'10","93733","20250812134255","10","15","60","50","45","20","30","60","45","30","30","0","0","0","0","40","30","50","50","35","30","30","10","0","000000","000000","000000","130000","000000","250000","000000","130000","000000","000000","010000","000000","000000","000000","000000","010000","000000","130000","000000","000000","130000","000000","000000","000000","B'01","B'01","B'01","B'10","B'10","B'10","B'01","B'01","B'01","B'10","B'10","B'10","B'00","B'00","B'00","B'01","B'01","B'01","B'10","B'10","B'10","B'10","B'10","B'10","396","1447","3","0","0","0"
"51483","葵橋","さユり","5235-82","BA009520","A00001",,,,"0080000941764296","1",,"+1","5235","82","92374","0","3471","89","82","75","88","99","70","0","77","55","77","56","93","12","12","0","5","6","8","7","10","89","22","14","0","1","0","0","0","5","0","1813","0","0","0","0","0","0","0","0","93","90","86","94","92","90","96","100","85","84","84","91","90","81","82","85","82","96","90","85","98","100","94","89","B'01","B'01","B'01","B'01","B'01","B'01","B'01","B'01","B'10","B'10","B'10","B'10","B'01","B'01","B'01","B'01","B'01","B'01","B'10","B'10","B'10","B'10","B'10","B'10","94667","20250911120008","10","30","40","10","30","10","30","30","40","60","30","20","40","15","20","15","40","25","40","10","30","25","10","30","000000","000000","000000","000000","010000","000000","010000","000000","000000","000000","010000","000000","000000","000000","250000","000000","000000","130000","000000","000000","000000","250000","000000","130000","B'01","B'01","B'01","B'01","B'01","B'01","B'01","B'01","B'10","B'10","B'10","B'10","B'01","B'01","B'01","B'01","B'01","B'01","B'10","B'10","B'10","B'10","B'10","B'10","0","1","3","0","0","0"
"51485","SHINY DAYS","亜咲花","4400-72","BA009520","A00001",,,,"0080000941764296","1",,"0","4400","72","92943","0","1153","89","81","80","95","97","71","0","76","57","76","57","94","42","7","0","4","10","6","7","10","153","43","24","0","0","0","0","0","18","0","1181","88359","84","77","70","84","96","67","0","82","86","93","81","90","94","89","0","85","94","96","100","84","95","82","0","94","86","100","88","89","87","91","88","B'01","B'01","B'01","B'01","B'10","B'10","B'10","B'00","B'01","B'01","B'01","B'01","B'10","B'10","B'10","B'00","B'01","B'01","B'01","B'10","B'10","B'10","B'10","B'10","95052","20250911120503","20","30","30","40","40","30","50","0","15","15","40","40","40","45","50","0","30","30","35","55","30","40","30","30","000000","130000","000000","000000","130000","130000","190000","000000","000000","130000","000000","000000","190000","190000","000000","000000","190000","000000","130000","000000","010000","000000","130000","190000","B'01","B'01","B'01","B'01","B'10","B'10","B'10","B'00","B'01","B'01","B'01","B'01","B'10","B'10","B'10","B'00","B'01","B'01","B'01","B'10","B'10","B'10","B'10","B'10","6","51","3","0","0","0"
"51488","雨のち晴レルヤ","ゆず","6236-62","BA009520","A00001",,,,"0080000941764296","1",,"-2","6236","62","93364","0","4341","92","60","84","88","98","79","0","68","48","68","48","90","15","18","1","5","6","13","7","4","308","71","11","0","0","0","10","3","13","0","1098","88322","84","75","73","83","96","71","0","100","87","88","90","100","97","100","0","92","94","97","89","80","90","93","0","0","0","0","92","90","90","81","90","B'01","B'01","B'01","B'01","B'10","B'10","B'10","B'00","B'01","B'01","B'01","B'01","B'10","B'10","B'10","B'00","B'00","B'00","B'00","B'10","B'10","B'10","B'10","B'10","93364","20250911121008","40","60","50","55","90","45","70","0","30","50","30","30","40","50","80","0","0","0","0","60","60","30","40","45","000000","000000","130000","000000","010000","000000","130000","000000","000000","000000","130000","000000","000000","190000","000000","130000","000000","000000","000000","000000","130000","000000","000000","130000","B'01","B'01","B'01","B'01","B'10","B'10","B'10","B'00","B'01","B'01","B'01","B'01","B'10","B'10","B'10","B'00","B'00","B'00","B'00","B'10","B'10","B'10","B'10","B'10","2","9","3","0","0","0"
"51489","月の温度","JELEE","3403-03","BA009520","A00001",,,,"0080000941764296","1",,"0","3403","03","90860","0","4513","88","82","68","85","99","65","0","75","58","75","58","85","19","5","0","5","6","7","6","10","78","22","10","0","0","0","0","0","13","0","1623","89212","85","80","70","81","98","67","0","90","85","89","85","89","83","83","94","0","83","88","94","91","83","92","0","83","88","93","92","88","86","0","100","B'01","B'01","B'01","B'01","B'01","B'10","B'10","B'10","B'00","B'01","B'01","B'01","B'01","B'01","B'01","B'00","B'10","B'10","B'10","B'10","B'10","B'10","B'00","B'10","93834","20250911121425","10","10","25","10","15","25","20","20","0","30","15","40","10","10","20","0","35","30","40","10","50","45","0","30","000000","000000","130000","000000","130000","000000","130000","000000","000000","130000","000000","190000","000000","000000","130000","000000","130000","190000","000000","000000","000000","190000","000000","000000","B'01","B'01","B'01","B'01","B'01","B'10","B'10","B'10","B'00","B'01","B'01","B'01","B'01","B'01","B'01","B'00","B'10","B'10","B'10","B'10","B'10","B'10","B'00","B'10","2","9","3","0","0","0"
"51492","生命のアリア","和楽器バンド","1013-92","BA009520","A00001",,,,"0080000941764296","1",,"0","1013","92","92955","0","2731","93","83","68","94","93","64","0","76","58","76","58","86","27","4","1","3","8","7","8","4","225","47","13","0","0","0","0","0","18","0","2397","90785","85","78","74","90","96","73","0","90","89","100","96","100","88","91","96","92","0","0","0","0","0","0","89","100","97","94","91","94","90","98","100","B'01","B'01","B'01","B'01","B'01","B'01","B'01","B'10","B'10","B'00","B'00","B'00","B'00","B'00","B'00","B'01","B'01","B'01","B'01","B'01","B'10","B'10","B'10","B'10","92955","20250911122242","40","30","30","40","30","40","10","45","35","0","0","0","0","0","0","60","40","50","40","20","30","40","30","20","000000","130000","000000","000000","130000","000000","000000","130000","000000","190000","000000","000000","000000","000000","000000","000000","000000","190000","190000","000000","010000","000000","130000","000000","B'01","B'01","B'01","B'01","B'01","B'01","B'01","B'10","B'10","B'00","B'00","B'00","B'00","B'00","B'00","B'01","B'01","B'01","B'01","B'01","B'10","B'10","B'10","B'10","5","7","3","0","0","0"
"51494","Be Your Light!!","TINGS:青天国春(CV.鈴代紗弓)、玉城杏夏(CV.蟹沢萌子)、聖舞理王(CV.夏吉ゆうこ)、祇園寺雪音(CV.長谷川里桃)、伊藤紅葉(CV.中川梨花)","3328-85","BA009520","A00001",,,,"0080000941764296","1",,"0","3328","85","90989","0","3021","88","69","75","85","98","71","0","78","57","78","57","89","24","13","0","5","5","12","7","5","203","51","17","0","0","0","0","0","13","0","1227","88026","84","80","72","80","98","69","0","92","94","91","100","88","92","88","88","86","90","95","80","95","90","56","0","0","0","91","85","85","82","84","80","B'01","B'01","B'01","B'01","B'01","B'10","B'10","B'10","B'01","B'01","B'01","B'01","B'10","B'10","B'10","B'00","B'00","B'00","B'10","B'10","B'10","B'10","B'10","B'10","90989","20250911122906","20","30","15","15","20","40","15","15","40","26","20","45","50","35","20","0","0","0","35","40","25","30","35","23","000000","130000","000000","130000","000000","130000","000000","190000","000000","130000","000000","130000","000000","130000","000000","000000","000000","000000","130000","000000","190000","000000","130000","000000","B'01","B'01","B'01","B'01","B'01","B'10","B'10","B'10","B'01","B'01","B'01","B'01","B'10","B'10","B'10","B'00","B'00","B'00","B'10","B'10","B'10","B'10","B'10","B'10","1","9","3","0","0","0"
"51495","Yellow Rose","TINGS:青天国春(CV.鈴代紗弓)、玉城杏夏(CV.蟹沢萌子)、聖舞理王(CV.夏吉ゆうこ)、祇園寺雪音(CV.長谷川里桃)、伊藤紅葉(CV.中川梨花)","3328-82","BA009520","A00001",,,,"0080000941764296","1",,"0","3328","82","94277","0","3393","90","76","85","95","95","83","0","72","55","72","55","97","14","18","1","4","9","46","8","2","348","62","17","0","1","0","13","1","13","0","1699","90321","85","75","81","88","98","78","0","90","84","92","88","87","78","82","86","89","97","0","93","93","85","96","95","95","89","88","91","92","94","92","91","B'01","B'01","B'01","B'01","B'01","B'01","B'10","B'10","B'10","B'10","B'00","B'01","B'01","B'01","B'10","B'10","B'10","B'10","B'01","B'01","B'10","B'10","B'10","B'10","94277","20250911123547","30","40","20","35","33","20","45","16","20","10","0","33","35","30","25","40","20","30","53","10","30","26","35","25","000000","130000","010000","000000","190000","000000","130000","130000","130000","000000","000000","130000","190000","000000","130000","000000","130000","130000","130000","130000","000000","130000","000000","010000","B'01","B'01","B'01","B'01","B'01","B'01","B'10","B'10","B'10","B'10","B'00","B'01","B'01","B'01","B'10","B'10","B'10","B'10","B'01","B'01","B'10","B'10","B'10","B'10","9","19","3","0","0","0"
"51496","God knows...","涼宮ハルヒ(CV.平野綾)","4461-09","BA009520","A00001",,,,"0080000941764296","1",,"0","4461","09","94097","0","3392","91","74","88","92","99","82","0","75","59","75","59","94","10","8","0","5","8","9","8","10","178","37","27","1","0","0","1","3","3","0","1565","89091","85","72","73","84","97","69","0","91","83","83","89","93","85","85","0","0","0","100","89","84","95","86","89","88","88","93","79","91","87","89","95","B'01","B'01","B'01","B'01","B'10","B'10","B'10","B'00","B'00","B'00","B'01","B'01","B'01","B'01","B'10","B'10","B'10","B'10","B'01","B'01","B'01","B'10","B'10","B'10","94097","20250911124153","20","25","20","20","30","30","35","0","0","0","30","40","40","40","35","15","40","50","25","50","40","40","40","55","000000","130000","000000","000000","000000","130000","130000","000000","000000","000000","000000","130000","000000","130000","000000","130000","000000","000000","010000","000000","000000","010000","000000","010000","B'01","B'01","B'01","B'01","B'10","B'10","B'10","B'00","B'00","B'00","B'01","B'01","B'01","B'01","B'10","B'10","B'10","B'10","B'01","B'01","B'01","B'10","B'10","B'10","43","761","3","0","0","0"
"51498","[生音]ライオン","May'n/中島愛","3258-07","BA009520","A00001",,,,"0080000941764296","1",,"0","3258","07","91503","0","4491","89","70","71","91","96","66","0","78","57","76","57","89","30","3","2","4","7","15","8","10","282","62","11","0","0","0","1","0","18","0","967","88896","85","73","71","86","96","68","0","94","97","92","84","91","85","0","84","93","96","92","88","92","0","0","81","0","86","92","90","91","91","85","80","B'01","B'01","B'01","B'10","B'10","B'10","B'00","B'01","B'01","B'01","B'10","B'10","B'10","B'00","B'00","B'01","B'00","B'01","B'01","B'01","B'10","B'10","B'10","B'10","91503","20250911124726","10","26","10","30","30","25","0","40","20","55","10","50","30","0","0","40","0","35","35","50","30","50","20","30","000000","250000","000000","130000","000000","130000","000000","000000","000000","190000","000000","190000","000000","130000","000000","000000","000000","190000","190000","000000","130000","190000","000000","000000","B'01","B'01","B'01","B'10","B'10","B'10","B'00","B'01","B'01","B'01","B'10","B'10","B'10","B'00","B'00","B'01","B'00","B'01","B'01","B'01","B'10","B'10","B'10","B'10","47","174","3","0","0","0"
"51501","あの光","乃木坂46","4869-54","BA009520","A00001",,,,"0080000941764296","1",,"0","4869","54","94374","0","2351","89","84","84","96","98","78","0","74","57","74","57","87","30","18","0","5","10","11","8","1","229","47","22","0","0","0","0","0","19","0","1458","88514","85","75","71","81","94","67","0","90","93","94","85","87","95","89","94","84","81","84","90","98","90","88","87","0","84","97","86","93","88","81","100","B'01","B'01","B'01","B'01","B'01","B'01","B'10","B'10","B'10","B'01","B'01","B'01","B'01","B'10","B'10","B'10","B'00","B'01","B'10","B'10","B'10","B'10","B'10","B'10","94374","20250911125221","20","30","0","50","60","30","50","25","30","30","40","30","70","40","25","30","0","50","40","20","50","30","40","30","000000","000000","000000","190000","000000","190000","000000","190000","000000","000000","190000","000000","000000","130000","190000","000000","000000","000000","190000","130000","000000","190000","000000","190000","B'01","B'01","B'01","B'01","B'01","B'01","B'10","B'10","B'10","B'01","B'01","B'01","B'01","B'10","B'10","B'10","B'00","B'01","B'10","B'10","B'10","B'10","B'10","B'10","1","6","3","0","0","0"
"51503","いろはすてっぷ！","風真いろは","1281-71","BA009520","A00001",,,,"0080000941764296","1",,"0","1281","71","90742","0","3761","89","78","81","81","97","72","0","75","59","75","59","85","32","10","0","4","4","3","6","1","69","18","23","0","0","0","0","0","19","0","1189","89338","85","78","69","83","97","67","0","89","0","87","86","89","98","86","90","94","0","82","87","87","87","93","85","0","0","87","82","91","88","92","91","B'01","B'00","B'01","B'01","B'01","B'10","B'10","B'10","B'10","B'00","B'01","B'01","B'01","B'10","B'10","B'10","B'00","B'00","B'01","B'01","B'10","B'10","B'10","B'10","95970","20250911125701","0","0","50","10","10","30","25","40","65","0","20","30","35","50","20","30","0","0","50","60","10","20","60","60","000000","000000","190000","000000","000000","130000","000000","000000","190000","190000","000000","190000","000000","190000","000000","190000","000000","000000","000000","000000","130000","000000","010000","000000","B'01","B'00","B'01","B'01","B'01","B'10","B'10","B'10","B'10","B'00","B'01","B'01","B'01","B'10","B'10","B'10","B'00","B'00","B'01","B'01","B'10","B'10","B'10","B'10","6","16","3","0","0","0"
"51504","Nocturnal Night Fever","天月/狂蘭メロコ/八雲べに/ライト","1025-65","BA009520","A00001",,,,"0080000941764296","1",,"0","1025","65","90065","0","3761","89","81","66","82","95","60","0","68","57","68","59","84","19","4","0","4","6","2","5","10","39","13","6","0","1","0","0","0","18","0","1484","86731","83","72","66","65","95","65","0","84","86","85","85","96","97","93","93","0","0","88","83","80","96","86","83","93","94","93","97","89","91","94","90","B'01","B'01","B'01","B'01","B'10","B'10","B'10","B'10","B'00","B'00","B'01","B'01","B'01","B'01","B'01","B'01","B'10","B'10","B'10","B'10","B'10","B'10","B'10","B'10","93719","20250911130039","0","40","10","30","0","10","20","20","0","0","50","50","30","30","30","40","20","40","10","20","50","15","0","10","000000","000000","000000","130000","000000","000000","130000","000000","000000","000000","190000","000000","000000","190000","000000","000000","000000","130000","000000","000000","000000","190000","000000","000000","B'01","B'01","B'01","B'01","B'10","B'10","B'10","B'10","B'00","B'00","B'01","B'01","B'01","B'01","B'01","B'01","B'10","B'10","B'10","B'10","B'10","B'10","B'10","B'10","5","16","3","0","0","0"
"51506","Dreamy Sky","風真いろは","7662-70","BA009520","A00001",,,,"0080000941764296","1",,"0","7662","70","89228","0","3092","87","53","74","81","97","70","0","73","59","73","59","86","24","2","0","4","3","0","8","4","97","20","21","0","0","0","0","0","19","0","1000","88536","85","75","67","78","94","65","0","89","83","0","0","89","85","84","88","83","90","86","0","0","85","98","89","85","86","88","87","93","95","85","88","B'01","B'01","B'00","B'00","B'01","B'01","B'01","B'01","B'01","B'10","B'10","B'00","B'00","B'01","B'01","B'01","B'10","B'10","B'01","B'01","B'10","B'10","B'10","B'10","93364","20250911130444","30","30","0","0","20","20","20","30","30","40","20","0","0","15","30","50","40","33","20","50","0","25","10","30","000000","000000","000000","000000","190000","000000","000000","190000","000000","190000","000000","000000","000000","130000","000000","000000","190000","190000","000000","000000","000000","000000","010000","000000","B'01","B'01","B'00","B'00","B'01","B'01","B'01","B'01","B'01","B'10","B'10","B'00","B'00","B'01","B'01","B'01","B'10","B'10","B'01","B'01","B'10","B'10","B'10","B'10","1","5","4","0","0","0"
"51508","This game","鈴木このみ","3699-37","BA009520","A00001",,,,"0080000941764296","1",,"0","3699","37","93291","0","3972","88","74","90","90","99","84","0","77","59","77","59","98","22","13","0","5","8","11","6","10","166","41","18","0","1","0","2","8","13","0","2012","88766","83","75","78","84","98","73","0","88","88","85","90","90","84","83","95","86","89","87","83","93","91","90","0","0","80","87","94","82","87","83","88","B'01","B'01","B'01","B'01","B'10","B'10","B'10","B'01","B'01","B'01","B'01","B'01","B'10","B'10","B'10","B'00","B'00","B'01","B'01","B'10","B'10","B'10","B'10","B'10","93291","20250911131003","30","40","20","50","40","30","25","10","30","45","15","50","40","30","50","0","0","40","35","90","45","10","30","20","000000","010000","000000","010000","000000","000000","130000","000000","130000","000000","130000","000000","010000","000000","130000","000000","000000","000000","130000","190000","000000","000000","130000","000000","B'01","B'01","B'01","B'01","B'10","B'10","B'10","B'01","B'01","B'01","B'01","B'01","B'10","B'10","B'10","B'00","B'00","B'01","B'01","B'10","B'10","B'10","B'10","B'10","18","170","3","0","0","0"
"51511","NOISY LOVE POWER☆","大橋彩香","4420-18","BA009520","A00001",,,,"0080000941764296","1",,"0","4420","18","92168","0","2952","88","81","78","95","95","69","0","75","58","75","58","91","39","9","0","4","9","10","8","13","136","27","7","0","0","0","0","0","19","0","992","88139","84","76","69","84","93","67","0","89","93","0","90","84","86","87","90","0","92","80","94","89","87","87","87","81","0","88","90","86","95","93","82","B'01","B'01","B'00","B'01","B'01","B'01","B'10","B'10","B'00","B'01","B'01","B'01","B'01","B'10","B'10","B'01","B'01","B'00","B'01","B'01","B'10","B'10","B'10","B'10","92168","20250911131434","30","30","0","30","30","25","70","40","0","50","25","20","50","50","35","15","30","0","30","40","50","25","50","25","000000","190000","000000","000000","000000","190000","000000","190000","000000","190000","000000","000000","190000","000000","190000","000000","130000","000000","000000","190000","000000","000000","190000","000000","B'01","B'01","B'00","B'01","B'01","B'01","B'10","B'10","B'00","B'01","B'01","B'01","B'01","B'10","B'10","B'01","B'01","B'00","B'01","B'01","B'10","B'10","B'10","B'10","1","3","3","0","0","0"
"51513","Palette","常闇トワ","1260-87","BA009520","A00001",,,,"0080000941764296","1",,"0","1260","87","93697","0","3101","90","76","76","92","99","78","0","76","54","76","54","97","7","6","0","5","9","7","7","13","145","32","12","1","1","0","4","2","13","0","1087","89925","85","72","73","87","99","72","0","91","87","96","86","88","88","87","0","0","92","87","81","88","90","100","0","90","83","96","82","85","94","84","100","B'01","B'01","B'01","B'01","B'10","B'10","B'10","B'00","B'00","B'01","B'01","B'10","B'10","B'10","B'10","B'00","B'01","B'01","B'10","B'10","B'10","B'10","B'10","B'10","94526","20250911131930","50","20","30","30","50","15","10","0","0","35","30","30","30","10","35","0","20","20","10","70","60","10","45","20","000000","000000","000000","130000","000000","000000","130000","000000","000000","000000","000000","130000","000000","000000","130000","000000","000000","000000","010000","000000","010000","000000","000000","130000","B'01","B'01","B'01","B'01","B'10","B'10","B'10","B'00","B'00","B'01","B'01","B'10","B'10","B'10","B'10","B'00","B'01","B'01","B'10","B'10","B'10","B'10","B'10","B'10","3","55","3","0","0","0"
"51516","FACT","常闇トワ","1260-88","BA009520","A00001",,,,"0080000941764296","1",,"0","1260","88","92004","0","1851","87","60","82","94","97","77","0","73","54","73","54","96","28","11","0","4","8","4","8","11","47","8","13","0","0","0","5","3","19","0","1075","87344","82","74","71","79","94","68","0","86","0","0","88","83","89","87","85","88","0","0","96","88","90","86","80","88","0","94","87","76","81","85","92","B'01","B'00","B'00","B'01","B'01","B'01","B'01","B'10","B'10","B'00","B'00","B'01","B'01","B'01","B'10","B'10","B'10","B'00","B'01","B'01","B'10","B'10","B'10","B'10","92004","20250911132341","50","0","0","60","25","30","40","30","20","0","0","0","30","50","35","50","50","0","50","30","30","20","20","25","000000","000000","000000","190000","000000","190000","000000","000000","010000","000000","000000","000000","190000","000000","000000","130000","000000","000000","000000","190000","000000","000000","130000","000000","B'01","B'00","B'00","B'01","B'01","B'01","B'01","B'10","B'10","B'00","B'00","B'01","B'01","B'01","B'10","B'10","B'10","B'00","B'01","B'01","B'10","B'10","B'10","B'10","6","39","3","0","0","0"
"51518","フィーリングラデーション","ReGLOSS","4003-46","BA009520","A00001",,,,"0080000941764296","1",,"0","4003","46","92454","0","3472","87","90","72","91","96","68","0","75","54","73","54","85","28","7","0","4","9","1","6","10","68","22","8","0","0","0","0","0","19","0","981","86863","83","74","68","73","92","66","0","87","90","93","88","91","86","90","92","85","86","84","94","86","82","84","81","86","89","79","87","88","93","100","0","B'01","B'01","B'01","B'01","B'01","B'01","B'01","B'10","B'10","B'10","B'01","B'01","B'01","B'01","B'01","B'01","B'01","B'10","B'10","B'10","B'10","B'10","B'10","B'00","94214","20250911132812","30","40","30","40","30","20","30","20","20","35","50","25","20","20","25","30","40","40","30","15","10","20","30","0","000000","000000","190000","190000","000000","000000","190000","000000","000000","190000","190000","000000","000000","250000","000000","000000","190000","000000","000000","190000","000000","000000","130000","000000","B'01","B'01","B'01","B'01","B'01","B'01","B'01","B'10","B'10","B'10","B'01","B'01","B'01","B'01","B'01","B'01","B'01","B'10","B'10","B'10","B'10","B'10","B'10","B'00","2","17","3","0","0","0"
"51522","星が降るユメ","藍井エイル","3521-75","BA009520","A00001",,,,"0080000941764296","1",,"0","3521","75","91059","0","3611","90","79","78","80","96","71","0","76","55","76","55","90","22","15","0","4","4","4","6","10","68","21","12","0","1","0","0","0","13","0","1017","88657","85","76","72","84","95","68","0","84","93","90","94","91","100","88","90","87","90","87","100","87","89","100","0","0","90","88","85","86","92","89","89","B'01","B'01","B'01","B'01","B'01","B'01","B'10","B'10","B'01","B'01","B'01","B'01","B'10","B'10","B'10","B'00","B'00","B'01","B'01","B'10","B'10","B'10","B'10","B'10","94580","20250911133254","20","30","50","15","30","60","35","30","20","40","10","50","25","0","40","0","0","0","40","25","0","25","10","15","000000","000000","000000","130000","000000","000000","010000","000000","000000","000000","130000","000000","000000","190000","000000","000000","000000","000000","000000","130000","000000","000000","130000","000000","B'01","B'01","B'01","B'01","B'01","B'01","B'10","B'10","B'01","B'01","B'01","B'01","B'10","B'10","B'10","B'00","B'00","B'01","B'01","B'10","B'10","B'10","B'10","B'10","9","16","3","0","0","0"
"51524","面影ワープ","nano.RIPE","3160-05","BA009520","A00001",,,,"0080000941764296","1",,"0","3160","05","87257","0","3072","85","63","65","81","97","63","0","73","59","73","59","83","13","2","0","6","3","2","8","4","155","33","7","0","0","0","0","0","13","0","1660","86174","82","72","66","78","97","64","0","82","95","90","91","88","88","85","92","100","80","91","81","85","80","100","91","0","0","0","82","80","91","79","86","B'01","B'01","B'01","B'01","B'01","B'10","B'10","B'10","B'01","B'01","B'01","B'01","B'01","B'01","B'10","B'10","B'00","B'00","B'00","B'10","B'10","B'10","B'10","B'10","87257","20250911133721","20","25","30","15","20","40","30","40","40","30","10","10","20","10","35","10","0","0","0","10","15","40","20","30","000000","000000","130000","000000","000000","190000","000000","000000","130000","000000","000000","130000","000000","130000","000000","000000","130000","000000","000000","000000","000000","000000","130000","000000","B'01","B'01","B'01","B'01","B'01","B'10","B'10","B'10","B'01","B'01","B'01","B'01","B'01","B'01","B'10","B'10","B'00","B'00","B'00","B'10","B'10","B'10","B'10","B'10","5","9","4","0","0","0"
"51527","最強ガール","JELEE","3402-99","BA009520","A00001",,,,"0080000941764296","1",,"0","3402","99","90938","0","4512","87","48","76","93","96","73","0","74","60","74","60","80","30","10","0","4","10","1","6","1","103","21","22","0","0","0","0","0","19","0","1163","87273","83","77","70","79","95","66","0","83","87","89","88","86","93","85","85","87","88","87","90","89","91","87","86","88","83","89","81","83","88","88","82","B'01","B'01","B'01","B'01","B'01","B'01","B'01","B'10","B'10","B'10","B'10","B'01","B'01","B'01","B'01","B'01","B'01","B'10","B'10","B'10","B'10","B'10","B'10","B'10","95859","20250911134134","50","15","20","20","10","15","10","30","50","50","20","15","15","20","10","30","30","35","30","40","30","40","30","20","000000","000000","190000","000000","000000","130000","000000","250000","190000","000000","000000","130000","000000","000000","000000","130000","000000","190000","190000","000000","190000","000000","190000","000000","B'01","B'01","B'01","B'01","B'01","B'01","B'01","B'10","B'10","B'10","B'10","B'01","B'01","B'01","B'01","B'01","B'01","B'10","B'10","B'10","B'10","B'10","B'10","B'10","2","12","3","0","0","0"
